video,text
63,them in the comments below this is
63,something that i thought about maybe
63,making a video on and someone actually
63,did ask specifically about this so now
63,i'm making a video on it because i think
63,maybe some of you may want to know what
63,the differences are some of you may not
63,even realize that you could do a postdoc
63,in industry i know that i didn't know
63,that until much later in my career so
63,for those of you that don't know yes you
63,can in fact do a postdoc in industry so
63,let's first set up with what is a
63,postdoc so that's the first thing that
63,we should address what is a postdoc then
63,what we'll do is we'll talk about what a
63,postdoc is in academia and why you may
63,want to do one there and then we'll talk
63,about what a postdoc in industry looks
63,like and why you may actually want to do
63,one there
63,so
63,what is a postdoc a postdoc is an area
63,of you know your training where you can
63,continue scientific development under
63,the guidance and mentorship of some
63,individual okay
63,so the idea is you have basically
63,finished your phd
63,so you've kind of molded the way that
63,you critically think about science
63,you've learned some you know in-depth
63,area
63,of research maybe it's metabolism or
63,cancer or
63,immunology or plant growth you know it
63,depends what your you studied
63,you've done all of your core classes you
63,have an idea of the scientific method
63,you have an idea about you know how to
63,run a project
63,but now what you need to do before you
63,could go off on your own and make these
63,larger decisions on your own you need to
63,practice under somebody's mentorship
63,right riding with training wheels before
63,taking off those training wheels
63,so let's start with an academic postdoc
63,because i think this is the one that
63,most of you are going to be familiar
63,with so this is when you're going to
63,basically just like when you were in a
63,phd we're working with an advisor you're
63,going to go join somebody's lab
63,in in a department and you're going to
63,work for them
63,as a as a postdoc
63,so i did mine at the joslin diabetes
63,center at harvard medical school so i
63,wasn't taking any classes at harvard
63,there was someone who was a professor at
63,harvard and i joined her lab and i was
63,directly her employee and my job was to
63,go to work every day and do research in
63,her lab and then i would go to
63,conferences and write manuscripts and
63,grants and all of that
63,now
63,what do you do in your postdoc so
63,over 90 of your time is going to be
63,dedicated to
63,going ahead and working on
63,your research you need to develop a
63,project and generate data and then write
63,grants and papers off of that that's
63,going to be the majority of what you do
63,90 some percent generating data
63,practicing in the lab lots and lots of
63,lab work
63,now the other 10 is going to be a
63,mixture you're going to have grants that
63,you need to write
63,so you need to get funding
63,you're going to be writing papers you
63,obviously want to publish that's the
63,whole point of doing a postdoc is to
63,generate data in publish
63,you're going to be attending you know
63,seminars within the department you know
63,both
63,probably what you're used to sometimes
63,it's going to be people within your
63,institute or department that are
63,presenting sometimes it's going to be
63,external speakers
63,sometimes you may have data clubs where
63,you have a couple labs that get together
63,and discuss data you may have your
63,weekly lab meeting that you're going to
63,go to
63,that's going to make up the rest of the
63,time and then sometimes maybe you have
63,an undergrad student or a medical
63,student that comes in to do research and
63,you could oversee their work
63,and what's going to happen is you're
63,going to start your post-doc and you're
63,really going to have really hands-on
63,mentoring
63,they're going to be you know really
63,overseeing all of your work in the lab
63,they're going to be really you know
63,carefully monitoring what you do and
63,over time if you have a good mentor
63,for your postdoc is they should be
63,giving you
63,more and more freedom as you progress
63,until the very end when you're basically
63,have those training wheels off and
63,you're operating independently and you
63,no longer need to rely on them to make
63,the decisions for you that you're able
63,to make these broader decisions for
63,yourself
63,so that's really what should be
63,happening within an academic postdoc now
63,the reason that you would want to do a
63,academic postdoc is that
63,obviously you want to go into academia
63,now the nice thing about doing an
63,academic postdoc is that it translates
63,well whether you want to do academia or
63,industry so
63,if you want to go into academia
63,what you're doing is you're staying in
63,academia
63,you're able to generate grants and to
63,get a history of like submitting nih
63,grants for example and saying yes i can
63,be funded and i have funding to be able
63,to start up my own lab
63,it's really critical to be in an
63,academic postdoc however if you do want
63,to go over to industry you can't so a
63,lot of the skills that you learn within
63,an academic postdoc are going to
63,translate over pretty nicely
63,to a scientist's role in industry so you
63,can translate over so i would say the
63,nicest thing about doing an academic
63,postdoc is just that flexibility of
63,if you want to become a professor you
63,can't however if you're not sure
63,anything maybe you want to go into
63,industry you still have that option so
63,you basically have
63,no decisions been made for you you could
63,still do either one that's the nicest
63,thing
63,the other thing is that i think what it
63,does really better than what you will
63,get from an industry postdoc is set you
63,up to publish
63,so you're able to publish more papers
63,it's going to give you the option to
63,really dive deeper than you ever have
63,before into mechanism in industry they
63,don't care about mechanism quite as much
63,that's more of an academic question and
63,so if you really want to
63,learn how to identify a mechanism and
63,dive into it that's where an academic
63,postdoc is going to be helpful and that
63,does actually help as you move you know
63,even into industry being able to really
63,work critically through the process of
63,identifying mechanism is still a really
63,important skill set to have so it's not
63,like it's a wasted skill set or anything
63,like that
63,um
63,now
63,what
63,would be the flip side then what is a
63,disadvantage of of doing this well you
63,don't have any industry experience so if
63,you do end up deciding to go into
63,industry it's not like it's impossible
63,but it is much harder than if you
63,started off in industry one of the
63,things that they always always look for
63,in industry is we want somebody with x
63,amount of years of industry experience
63,and if you've done a postdoc industry
63,they count that as industry experience
63,the reason that they want that is not
63,because
63,you're a better scientist if you're an
63,industry it's it's nothing like that
63,it's just it's a different world the
63,lingo and the dialogue is different the
63,expectations are different the pace is
63,different what's important to them in
63,terms of scientific inquiry is different
63,everything's much different in industry
63,and they want someone that has
63,that experience okay
63,so
63,when would it be a good idea to do a
63,post-second industry
63,that is really for somebody that knows
63,deep down i don't want to be a pi my
63,dream is to go into industry and work in
63,industry and if you already know that's
63,your goal some of you may be able to
63,just make the jump directly from your
63,phd
63,into a scientist position especially if
63,you have connections there are people
63,that do that now that is really really
63,hard typically you need a postdoc
63,position
63,and in fact pretty much everyone has a
63,postdoc position and so they don't even
63,consider that years of experience
63,because pretty much everyone applying
63,for these positions has three years or
63,or more of a postdoc experience
63,so
63,what is an
63,industry postdocton so again instead of
63,going to a department at an ins at a
63,university you would be going to a
63,company so let's say that you go to
63,pfizer you know pfizer is one of the
63,biggest companies in the world you could
63,go to pfizer and you could go to their
63,internal medicine unit within pfizer
63,and what you would do is you would be
63,paired up with either a high-level
63,scientist or some kind of a director or
63,vp
63,and they would basically be overseeing
63,your work and it would be a postdoc for
63,x amount of years and essentially what
63,it is is it's going to be training where
63,you're continuing again similar to
63,in academia you're continuing to develop
63,those scientific skills working that
63,scientific method and again similar to
63,academia it should start very hands-on
63,and then start to transition to a more
63,hands-off you know type of role now the
63,difference is the extracurriculars that
63,you do
63,so your research may not necessarily be
63,focused on mechanism it may be more
63,focused on drug delivery or something
63,specific to a druggable target so the
63,type of research you're doing is going
63,to be different
63,you're going to be attending different
63,kinds of meetings right so you're not at
63,an academic institute so some of your
63,meetings are going to be more towards
63,the company's pipeline and how are we
63,advancing this drug or that drug
63,you're going to get exposure to the
63,different scientists and vbs and
63,directors so you're going to get that
63,exposure to what is the
63,corporate lingo the company lingo the
63,dialogue what's important to the people
63,the scientists that are in industry
63,um and there's not going to be so much
63,as a focus on writing manuscripts
63,although that may be part of it but you
63,may get other expertise so for example
63,you may be able to
63,uh get a patent so you may be able to
63,you know discover something new and get
63,a patent form and be able to put that on
63,your cv where maybe you wouldn't get
63,that in in
63,academia
63,but
63,the biggest drawback i think to doing a
63,postdoc in industry is that you can't
63,then transition very easily over to
63,academia so if you go over to industry
63,it's hard to go back to academia because
63,you don't have that
63,um
63,any funding to stand on you don't have
63,any grants it becomes very very
63,difficult so i think that's really the
63,biggest drawback so at the end of the
63,day what i would recommend for for those
63,of you that are interested in in doing a
63,postdoc either in academia or an
63,industry is to think about your
63,long-term goal
63,if you want the possibility of working
63,academia then hands down the best
63,decision is to go the academic route
63,if you
63,are die hard set on i don't want to go
63,in academia i want to go into industry
63,then doing an industry postdoc is
63,probably the best choice
63,now where it becomes a gray area are for
63,those people that are not quite sure and
63,if you're really not quite sure again
63,just to leave all doors open i think
63,doing the academic post stock is
63,probably the best choice just because
63,you still have that flexibility of where
63,you want to go
63,but i hope this kind of answers the
63,question of like what are some of the
63,differences between the two and maybe
63,who should be doing which ones so i
63,think in almost all cases the best
63,option is to do an academic postdoc
63,really the only time you really want to
63,be doing that industry postdoc is if you
63,feel like
63,industry is the way i want to go like i
63,know i don't want to do anything else i
63,just want to go into industry then
63,sometimes it's a really good decision to
63,do those
63,um
63,now with that i'll catch you guys in the
63,next one if you have more questions
63,about this leave them in the comments
63,below and we could get into stuff like
63,that um you know for example there may
63,be other things i didn't mention like
63,pay so you're going to get paid more if
63,you do a post-second industry you know a
63,little extra tidbit there
63,um yeah i'll catch you guys in the next
63,one bye
64,welcome back everybody so today we're
64,going to do something a little bit
64,different today i was
64,sitting at work and i get emailed the
64,newest nature table of contents so for
64,those of you that don't know what you
64,could do is you could subscribe to
64,different journals scientific journals
64,and when they have a new table of
64,contents they'll email them to you and
64,you can browse through and see if
64,there's any articles worth reading to
64,you so one of the journals that i you
64,know look for is nature and the title of
64,the article was
64,industry scientists more positive than
64,those in academia and that really
64,caught my attention so i wanted to take
64,a look at what's going on so every year
64,or a couple years nature goes and they
64,survey scientists within industry and
64,academia
64,and they look for things like job
64,satisfaction and salary
64,and you know makeup in terms of gender
64,and nationality and they try to get like
64,a comprehensive view as to what the
64,scientific landscape looks like for
64,professionals
64,and somebody was commenting on the
64,findings in terms of
64,what you know
64,who's happier those in academia are
64,those in industry and so i'm going to
64,leave a link to this uh journal article
64,in the description below if you're
64,interested to read the whole thing but i
64,wanted to read a couple of parts that i
64,you know came across and i found really
64,interesting and kind of give my reaction
64,to those
64,so the first one is it says
64,scientists who work in industry are more
64,satisfied and better paid
64,than our colleagues in academia
64,according to the self-selected group of
64,respondents which comprise of more than
64,3 000 working scientists okay
64,so
64,i think that there's two parts to this
64,one is that there's better pay in
64,industry which i think most of us know
64,and then the second part is
64,that of the people that responded there
64,are more people happy in their position
64,in industry than there are in academia
64,now unfortunately
64,one thing that's missing from this
64,article and one thing that really needs
64,to be dissected apart is
64,why are people more happy is it just
64,monetary or is it things like grants so
64,for example a lot of pis feel really
64,burnt out writing grants that's the
64,reality is that nowadays you need to be
64,well funded to be able to run your lab
64,and it really you know it can burn out
64,pis so what is it that is making people
64,feel happier within industry versus
64,academia that's something that's not
64,really discussed here but i do find it
64,really fascinating especially because if
64,you continue on in this article what
64,they talk about is that job satisfaction
64,used to be pretty much on par with each
64,other
64,and i've seen that in other
64,situations before where they were pretty
64,much on par with each other but recently
64,there's been this big decrease in terms
64,of job satisfaction amongst those in
64,academia whereas in industry it stayed
64,the same or maybe even gone up a little
64,bit
64,so
64,why
64,is there this discrepancy well my
64,personal feeling again this is just my
64,personal feeling that's purely anecdotal
64,no real scientific evidence to back this
64,up is that i think it has to do with
64,hours worked
64,it has to do with flexibility and it has
64,to do with burnout
64,so
64,compensation so you're just compensated
64,better when you work in
64,an industry versus academia in terms of
64,flexibility what i mean by that is that
64,you do have flexib more probably
64,flexibility when you work in academia in
64,terms of like what you're actually going
64,to get to work on
64,um you know you get to pick which
64,projects your lab is going to drive
64,forward versus an industry you know
64,there's a board of directors and a
64,management team that's kind of coming up
64,with the direction of the company
64,um but what i mean by flexibility is the
64,ability to pivot and to move into new
64,areas that you maybe wouldn't be able to
64,normally so in terms of being a pi
64,you're going to be just you know maybe
64,doing some teaching and then running
64,your lab and it's the same thing you
64,know every day whereas in industry you
64,really get that ability to pivot and
64,learn new things pick up new skills you
64,really continue growing as a scientist
64,where i feel you you don't quite get the
64,same growth opportunity um in industry
64,and then in terms of burnout i think
64,that in an industry you do have to work
64,many hours but i think work-life balance
64,tends to be a lot better than it is in
64,academia where people are just non-stop
64,24 hours a day racing against each other
64,working and while people do work good
64,hours in industry meaning a lot of hours
64,it's it's not nearly as bad as it is in
64,academia in academia it can be out of
64,control how many hours people are
64,working a week
64,so the next thing i wanted to read which
64,i thought was really interesting and
64,this is something that
64,um
64,there's definitely
64,more of focus i think in industry than
64,in
64,academia on de i which if you're not
64,familiar is the diversity equity and
64,inclusion
64,and
64,trying to make sure that everybody feels
64,welcome not that it isn't there in
64,academia i just think they do a better
64,job in industry uncovering this and i
64,think this translates a little bit to
64,the next point which is another key
64,finding covered in this week's piece on
64,workplace diversity is that 30 of
64,respondents in academia reported
64,workplace discrimination harassment or
64,bullying compared with 15 in industry
64,um
64,that is you know
64,the number should be zero there
64,shouldn't be any kind of bullying or
64,harassment i mean it should be zero but
64,there's there's actually twice as many
64,people in in academia that feel like
64,they've been bullied or harassed
64,than there are in industry and i think a
64,lot of that just has to do with you know
64,the relationship between
64,um
64,mentor and student and
64,and in a work environment it's a little
64,bit different you know so if i'm at work
64,it's more of a team environment versus
64,in academia where it's me as a postdoc
64,in my pi or the pi who just kind of
64,autocratically runs the lab um or that
64,pi and then
64,the
64,you know department head um i have a
64,whole hr department i could talk to it's
64,a different professional setting whereas
64,i think in indus in a in academia we're
64,kind of trained to just
64,take whatever anyone says at us and i
64,know that a lot of post docs feel like
64,they are completely bullied and harassed
64,by their pi a lot of grad students feel
64,the same way and they think that they
64,kind of have to
64,take it just so that they could get
64,through and it's not really acceptable
64,but i think it's interesting that the
64,numbers show that there's just more
64,people in academia they feel like
64,they're getting bullied than those that
64,are in industry
64,um the next part i wanted to talk about
64,had to do with compensation and actually
64,we'll just tie these last two together
64,um basically
64,the this this first part it talks about
64,it's a supply and demand right laws of
64,supply and demand so in industry there's
64,just a flood of positions there's more
64,positions out there and then can be
64,filled and so to attract talent
64,there's this constant battle of trying
64,to one-up each other okay so you guys
64,pay this amount then we'll pay a little
64,bit more okay so your bonus is this
64,every year then we'll give a little bit
64,higher of a bonus this is what your
64,stock equity is we'll give more you guys
64,give free food once a week we'll give
64,you free food two or three times a week
64,you know you guys get to work from home
64,once a week
64,we'll have you work at home twice a week
64,there's all of these things not just in
64,terms of compensation
64,with a monetary value but also in terms
64,of just like perks like again like how
64,many days a week you could work at home
64,all the companies are always trying to
64,one-up each other and in academia it's
64,the opposite there are so few positions
64,available and so many postdoc positions
64,available so few faculty positions
64,available
64,that really they don't have to cater to
64,you at all because there's always
64,somebody willing to take the job for
64,less money than you are
64,and so because of this there's this huge
64,difference in compensation
64,now this doesn't always have to be a bad
64,thing so for example
64,um at the very end here of the article
64,they say of course many do find a korean
64,academia highly uh or hugely rewarding
64,one academic
64,bioinformatician in the united states
64,who responded to the survey reported
64,earning about 50 what she was offered in
64,industry okay so she works in
64,bioinformatics in academia she earns
64,about half
64,as what she would have earned if she
64,went to industry
64,um it would be nice if academia could be
64,more competitive with industry but i
64,love what i do and why where i am so i
64,can't complain
64,but as competition for scientific talent
64,increases academic leaders must not
64,assume that that sentiment will prevail
64,meaning
64,this individual maybe is okay
64,but
64,as compensation and industry continues
64,to increase if academia doesn't keep up
64,they're going to fall behind okay
64,if they want current and future
64,generations of academics to thrive they
64,need to learn how other sectors succeed
64,in recruiting retaining talent rewarding
64,staff and consider how to ensure they're
64,still attractive to top talent okay
64,this is the ultimate key to
64,to the article
64,there can be differences in satisfaction
64,between academia and industry
64,and there can be differences in terms of
64,uh
64,compensation satisfaction you know
64,they're not they're not going to be on
64,par they're two different worlds and
64,that's fine
64,the issue becomes
64,how can
64,academics retain top talent
64,because it used to be
64,10 20 30 40 50 years ago
64,that when you did a phd
64,you did it because you wanted to be a pi
64,and if you went into industry
64,it was because it was a lesser career
64,and because of that what
64,industry used to do is pitch a bit of a
64,higher salary okay you know people don't
64,necessarily want to come to industry so
64,what we'll do is we'll pay better so we
64,could try to attract talent
64,but nowadays
64,the view is different
64,and you have a lot of post-docs that are
64,like myself that are going in thinking
64,maybe that they want to
64,work in academia but then they look
64,across the aisle at industry and they
64,say huh
64,so you get paid
64,way more money than i would ever get
64,in academia
64,and you get a yearly bonus
64,and stock options
64,and you guys get free food
64,and you guys get to work home some days
64,and aren't required to always be there
64,and on and on and on and you start kind
64,of
64,lining up all the different things that
64,you get in terms of perks and
64,compensation and working in industry
64,and you look at that what the job is in
64,academia and it's like okay
64,well are there perks of the job well
64,yeah i you know want to be a professor
64,but then what else you know you
64,kind of slave away doing the grant
64,writing
64,that's not so fun you have to be on
64,you know panels for for judging grants
64,and do peer review for papers and you
64,know you start looking at it and it
64,starts feeling like
64,i don't know like i feel like i'm
64,getting a better deal over there in
64,industry and if academia wants to be
64,able to keep up and they want to be able
64,to really retain that top talent
64,they need to find a more competitive way
64,of doing so because what's happening is
64,they're falling too far behind what's
64,actually happening in in industry
64,so
64,i'm not saying all this because i
64,personally think you know
64,working in academia is not the right
64,track in fact several the videos we put
64,out on this channel are dealing with how
64,you can you know try to transition to
64,becoming a faculty member and i have a
64,lot of friends that are faculty members
64,and i think that it's it's a really good
64,opportunity if you can do it
64,but i do think that there is some truth
64,to this
64,article and these findings and the
64,findings seem to be real they were an
64,actual survey and that the satisfaction
64,in terms of your how happy you are at
64,work
64,seems to be higher in industry and a lot
64,of it has to do with job satisfaction
64,going down in academia and so the
64,question is and and what i'm interested
64,to hear from from you guys in the chat
64,is how can we boost
64,job satisfaction within academia because
64,you know even for industry to succeed it
64,relies on academia moving the field
64,forward right a lot of what happens in
64,industry is building off of that
64,academic field and a lot of the most
64,important findings come in academia so
64,we need a way to have both
64,industry and academia so how could we
64,really
64,make academia more appealing
64,before it kind of starts falling too far
64,behind
64,so just a
64,cool thought exercise so with that i'm
64,going to close this one up if you guys
64,like this video give it a thumbs up we
64,could do more of these kinds of reaction
64,videos
64,and i'll catch you guys in the next one
64,bye
65,welcome back everybody so today i want
65,to cover a topic that hasn't really been
65,talked about on this channel that much
65,and that's putting together your
65,dissertation now i think that when you
65,put together your dissertation there's
65,really two different ways of doing it
65,there's a okay way and then there's a
65,really good way of doing it so today
65,we're going to cover both of those if
65,you could think of a different way that
65,you could put together your dissertation
65,leave them in the comments below i'd be
65,interested to hear what other ways
65,people have put together their
65,dissertations
65,so for this let's just assume that you
65,are your
65,typical graduate student you've worked
65,on maybe
65,three projects or two projects and each
65,of them is going to be like its own
65,standalone paper they all kind of have
65,some loose thread that kind of ties them
65,together and you need to put them
65,together to write your dissertation
65,so what is the least efficient way of
65,doing that well the least efficient way
65,of doing that is to kind of try to tie
65,them all together into one story so you
65,would have a really big introduction
65,you would write you know a method
65,section for all the different
65,experiments that were done you would try
65,to put all your results together you'd
65,have one big discussion
65,um
65,and then you know maybe some future
65,directions that you know you think your
65,project should take
65,and then you know your acknowledgements
65,everything like that
65,i think that's the
65,maybe least efficient way of putting
65,together your dissertation and i
65,actually see a lot of people do that and
65,it becomes
65,a lot of extra work because you really
65,need to take steps to write every single
65,piece of your dissertation in that way
65,okay so what do i think is the more
65,efficient way of doing this
65,the way that i think is much more
65,efficient is what's called the chapter
65,method okay so what is the chapter
65,method so let's go back to our original
65,scenario of you have
65,two projects that you worked on and each
65,one is a paper okay so you have project
65,one project two and then maybe you have
65,some additional things that are project
65,three that you know wouldn't necessarily
65,get into your dissertation
65,what i think is the best way to do your
65,dissertation is the way that i did it
65,and you're gonna need to talk to your pi
65,and make sure that they're okay with it
65,and make sure that your committee
65,committee's okay with it but my pi and
65,my committee were okay with doing it
65,this way
65,essentially what i did was i
65,took my paper from
65,project one and i took my paper from
65,project two and i just put them right
65,into my dissertation so i had an overall
65,uh introduction that i wrote that was
65,about 20-ish pages
65,and then i had an overall conclusion
65,section
65,that kind of tied everything together
65,that was about 10 or 15 pages and then
65,in between i had chapter you know one
65,which was basically my first paper my
65,first project and then chapter two which
65,was my second paper my second project
65,and the reason that this is better is
65,that
65,your university will have a way that you
65,can you know without breaking any kind
65,of copyright just
65,basically copy and paste your paper into
65,your dissertation and this makes it so
65,much easier because then you don't have
65,to do all of that writing so for me i
65,had to do writing like the table of
65,contents and i had to like shift the
65,order that the
65,the uh graphs were in because they
65,couldn't they had to be at the end of
65,the of the dissertation so i had to like
65,move that around but in general i was
65,just copy pasting
65,uh the papers that i had already
65,published which made it a lot easier it
65,saved so many hours of work doing it
65,this way the other really good way of
65,reason to do it this way is that
65,one of the things that is always a
65,challenge as you get further into your
65,graduate school work is convincing your
65,committee that you have enough data for
65,dissertation they're always going to
65,want this experiment or that experiment
65,there's always something different that
65,they're going to want but if you have
65,two or three papers that you've
65,published
65,you kind of can work around that
65,obstacle because then each chapter is
65,just a published paper and they're not
65,necessarily going to be asking for more
65,in this one or that one because you've
65,already gone through the peer review
65,process and so you have a complete story
65,and in the eyes of you know academics
65,that have published so i think this is
65,definitely the much better approach
65,now this is a much shorter video but i
65,think it's something that i kind of
65,wanted to get out there because i i
65,think a lot of times i haven't on this
65,channel necessarily covered the
65,dissertation as a whole
65,and if you really want leave a comment
65,below let me know we could actually
65,spend a good amount of time going over
65,you know the actual defense of the
65,dissertation
65,which i think could be its own
65,standalone video
65,and another video that i think we should
65,make is one about qualifying exams so
65,let me know if that's something that you
65,guys want to see
65,with that i'll catch you guys in the
65,next one bye
66,welcome back everybody
66,i hope you're all doing great today i
66,want to get into something new which
66,i've kind of touched upon in other
66,videos but i think deserves its own
66,standalone video and that is about
66,choosing a pi to work with during your
66,postdoc
66,that is going to be a mentor now this is
66,gonna seem kind of convoluted to you if
66,you're reading the title you're gonna
66,think well of course like wherever i go
66,and i you know go to do a postdoc of
66,course my pi is going to be my mentor
66,but what i don't mean is like mentor and
66,name what i mean is mentor and action
66,so
66,let's kind of dive into this and talk
66,about how a lot of pis are
66,with their postdocs and how
66,you know a pi should be and for this i'm
66,actually going to draw on the pi that i
66,worked with for my postdoc who i think
66,she really
66,embodies what it means to be a mentor
66,for her post-docs so
66,when you're in graduate school
66,you know a lot of the pis that you work
66,with are going to care about you i think
66,more so than when you're a postdoc when
66,you get to the level of a postdoc
66,a lot of the pis look at you as a way to
66,really churn out data for their own
66,grants and to churn out papers for their
66,lab you are
66,sort of the labor for the lab if you
66,think about it right so if economic
66,currency in science is
66,how many ro ones you have and how many
66,papers you've published especially in
66,higher tier journals
66,the way that a pi can accomplish that is
66,by having postdocs that have success
66,then using that to snowball into getting
66,more funding
66,being able to get even more postdocs and
66,next thing you know they have 6 7 8 10
66,12 post docs
66,that are carrying out multiple projects
66,publishing in good journals and they're
66,able to snowball this into a lot of
66,publications
66,and into a lot of grants and that leads
66,them to be able to have you know
66,a bigger cv and ultimately move up that
66,ladder from assistant professor all the
66,way up to
66,you know a full professor
66,so a lot of them are going to look at
66,you in that light that they're hiring
66,you they're paying you they're not your
66,you know grad school advisor to hold
66,your hand you're there to produce data
66,for them
66,now
66,what that creates is this environment of
66,i think lack of really ingenuity
66,because what you do is you end up
66,looking at your pi as somebody who's
66,they don't care about you
66,they're just using you as a means to
66,their goal
66,and you put up with it because that's
66,what you need to do
66,to move on to the next step
66,however i think that some pis really do
66,go above and beyond in mentoring
66,so i want to talk about my experience
66,going through my postdoc
66,and kind of how
66,i think my
66,pi
66,was an excellent mentor now
66,when i first started
66,you know she let me know right away like
66,look i look at it is that you know
66,i'm going to really mentor that a
66,postdoc it's not just a postdoc it's
66,post-doctoral training and to do
66,post-doctoral training means that you're
66,going to be mentored and supervised and
66,that we're gonna you know work together
66,to move your projects forward
66,and
66,i think that what
66,she did was really
66,take that to heart
66,so
66,when i first started in the lab
66,i had so much experience with in vivo
66,work and my biggest weakness was
66,molecular work and so what she pretty
66,much did was said okay like yeah you
66,could continue doing a little bit of you
66,know in vivo work but really you need to
66,start mastering the things that you
66,don't know so here
66,here are multiple projects that are
66,involving you know really complicated um
66,you know molecular techniques and doing
66,cell culture and things that i've never
66,done before
66,pushing me to do things to broaden my
66,horizon
66,and as they worked you know
66,she would be happy with me and when
66,things didn't work she would work to to
66,help me figure out why i didn't and
66,ultimately if i ended up hitting
66,roadblocks
66,that's when she started to
66,work to reassign things to move me onto
66,this project or onto that project she
66,helped to really find what are the areas
66,that i can research and find success
66,right so that's really important is that
66,every person that's going to go through
66,a lab is going to have a different level
66,of success and if you're a pi and all
66,you care about is churning out papers
66,you really don't care about
66,having each person find their own level
66,of success what you care about is just
66,churning out papers
66,um and i think that i ended up being
66,more successful in her lab than if i was
66,working on the exact same project in a
66,completely different lab because she
66,really took the time to figure out what
66,are my strengths what are my weaknesses
66,and what are ways that i can work and
66,have success by using my strings
66,but also continue
66,to you know improve on the areas that
66,i'm weaker in
66,and over time i really could feel like i
66,had
66,tremendous growth in fact
66,when i went through my phd obviously i
66,grew and i think everybody's gonna grow
66,but i think the time period that had the
66,most scientific growth was during
66,my postdoc
66,especially during one-on-one meetings
66,that i had with with uh
66,with my pi
66,she really
66,can grill into you but i feel like i
66,really learned what did it mean
66,to think critically so i would think
66,critically after graduate school but
66,really with her was the first time that
66,i really began to look at things
66,in a totally different light than i ever
66,had before um and and you know again if
66,you have a pi that cares about you and
66,wants to mentor you they're going to
66,push you they're going to you know keep
66,digging and digging and digging until
66,you find a way
66,you know to move your stuff forward
66,it
66,and when you do that that's how you
66,learn to really think critically i don't
66,think that's going to happen when you
66,don't have a pi that's that really is
66,invested in your success
66,and ultimately
66,you know it was the way that i learned
66,how to
66,to think about science
66,that i eventually
66,landed on the or had the confidence to
66,then go ahead and say you know what like
66,i want to go into industry
66,that you know i didn't want to do
66,academia but now
66,i have these tools that i still use
66,today that i've learned here and i think
66,that i'm ready for a bigger challenge
66,and that's moving to industry because
66,all i had known at that point was
66,academia except for you know what i had
66,seen from maybe my my wife or from a
66,couple of colleagues i didn't quite know
66,as much about it and i had the
66,confidence to make that jump
66,because i had confidence in my abilities
66,from the training that i had received
66,and i think that if i was with a
66,different pi i wouldn't have really
66,built up that level of confidence if it
66,was a pi that really didn't care
66,and want to mentor me that just you know
66,wanted me to churn out papers i don't
66,think i would have been able to build up
66,that level of confidence certainly i
66,wouldn't have had the confidence that i
66,had to be able to start like this
66,youtube channel and to talk to all of
66,you guys about
66,you know what does it mean to be
66,successful as a graduate student or a
66,postdoc or or afterwards you know i i
66,wouldn't have
66,felt that i had been successful enough
66,to do that um
66,so you know i think this is
66,a long-winded way of really trying to
66,get across a specific point to all of
66,you
66,and that is
66,you're going to get
66,offers for
66,multiple postdoc positions i think that
66,everybody out here
66,can
66,find at least one if not two or three
66,postdoc positions out there at different
66,universities
66,one of the things that you need to think
66,about before you take
66,any role
66,is
66,does this pi
66,want to mentor me
66,because ultimately
66,that is going to really
66,dictate how you grow as a postdoc
66,and how much success you're going to
66,have afterwards
66,and i could tell you
66,that i have colleagues from the exact
66,same institute where i did my postdoc
66,that they
66,did not have pis that cared about them
66,and this isn't just something that like
66,they would tell you
66,the the post docs at that institute they
66,know who are the pis that care about
66,their
66,their postdocs and who are the pi's that
66,don't it's it's really obvious
66,um it's it's not a secret and it's like
66,this no matter where you go
66,um
66,i was very fortunate in that i think
66,more than maybe
66,any of the other
66,pis within the institute is she
66,genuinely cared about all of us she
66,really thought of all of us as her kids
66,um
66,if it was a deep connection that all of
66,us had all of us still have keep in
66,contact
66,and i think that because of that i was
66,more successful than i would have been
66,at the exact same institute with the
66,exact same opportunity exact same
66,projects but with a pi
66,that didn't want to mentor me
66,and so i think that this is something
66,that you definitely need to think about
66,so much so that i think that this needs
66,to be its own standalone video
66,um
66,so yeah with that um
66,i'll catch you guys in the next one if
66,you guys
66,you know have any thoughts about this
66,make sure to leave them in the comments
66,below i'll catch you bye
67,a
67,welcome everybody
67,Despicable whispered video
67,agreements in virus that happen today
67,more countries to doc coughing And Soul
67,into English for the mechanic and
67,YouTube videos at Nam feelin good
67,Together is Used for the camera or the
67,hard time for your door on What today
67,were warned against all over forty one
67,Nest home When speaking the health
67,treatment is the light house my mind
67,about as few people all over your
67,opinion about
67,is what our lives
67,in the powers of picking Let Her parents
67,Now it's Your Love Is for me it Safe and
67,the Company is
67,married Monkey Attack and starts when
67,Gaming It is time some money that puts
67,it Comes naturally me home me in other
67,countries with Somebody That will
67,improve speaking Words English is your
67,village Ok wait nokken is often thought
67,were far apart of versailles marriage to
67,the rescue the best and do not worried
67,and well ends well come to our site is
67,valid for printing kapersky warden sizes
67,and awareness papain papain scenarios
67,Super Skinny size to the multiple linear
67,Wow trong all about weather was
67,suggested that is untrusted
67,show with the help of the word with the
67,weight of businesses and how can you
67,want to build your love that
67,Dẫu anh ở khóm super
67,expressway ireport Minnie kissing
67,You Tell My name is about their
67,political What You're about to
67,welcome Stick mini case is riddled with
67,small fraction of
